鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
北區,房地(土地+建物),臺中市北區進化北路241~270號,4.62,住,,,1080723,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821014,47.540000000000006,1,0,1,有,有,2350000,49432,,0.0,0,套房,RPOOMLTJQHOFFBB48CA
西區,房地(土地+建物),臺中市西區民權路181~210號,5.22,住,,,1080713,土地3建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720819,70.61,3,2,2,有,有,1000000,14162,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPWOMLMKQHOFFAB58CA
西區,房地(土地+建物),臺中市西區民權路181~210號,5.22,住,,,1080713,土地3建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720819,70.61,3,2,2,有,有,1000000,14162,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPPMLMKQHOFFAB97CA
西區,房地(土地+建物),臺中市西區南屯路一段151~180號,16.26,住,,,1080717,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851101,124.7,3,2,1,有,有,6950000,55734,,0.0,0,,RPWNMLMKQHOFFAB48CA
北屯區,房地(土地+建物)+車位,臺中市北屯區梅川東路四段91~120號,11.29,住,,,1080721,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840609,131.99,3,2,2,有,有,6880000,52125,坡道機械,0.0,800000,,RPUQMLLKQHOFFBB58CA
北屯區,房地(土地+建物),臺中市北屯區東山路一段218巷1~30號,118.89,住,,,1080624,土地3建物1車位0,一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0801028,137.79,3,2,2,有,有,6000000,43545,,0.0,0,,RPQOMLMKQHOFFBB08CA
北區,房地(土地+建物)+車位,臺中市北區進化北路241~270號,6.94,住,,,1080630,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970122,89.4,2,1,1,有,有,7350000,82215,坡道機械,8.94,0,,RPPOMLPKQHOFFBB28CA
北屯區,房地(土地+建物)+車位,臺中市北屯區四平路238巷1~30號,15.06,住,,,1080720,土地1建物2車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800209,106.18,2,1,1,有,有,5250000,49444,坡道平面,0.0,0,,RPSOMLOKQHOFFBB48CA
西屯區,房地(土地+建物)+車位,臺中市西屯區西安街277巷1~30號,19.27,住,,,1080702,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840418,122.59,3,2,2,有,有,7380000,60201,坡道機械,0.0,0,,RPSOMLNKQHOFFCB48CA
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩四街1~30號,28.79,住,,,1080504,土地1建物2車位1,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961225,301.86,3,2,2,有,有,20600000,68241,坡道平面,0.0,1950000,,RPWOMLOKQHOFFCB98CA
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩四街1~30號,30.29,住,,,1080531,土地1建物2車位1,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961225,302.28,3,2,2,有,有,19380000,64113,坡道平面,0.0,1600000,,RPOPMLOKQHOFFCB28CA
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩四街1~30號,36.69,住,,,1080419,土地1建物2車位2,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961225,357.41999999999996,4,2,3,有,有,20810000,58223,坡道平面,0.0,2350000,,RPWRMLOKQHOFFCB66CA
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩四街1~30號,32.21,住,,,1080215,土地1建物2車位1,八層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961225,335.84000000000003,4,2,3,有,有,21980000,65448,坡道平面,0.0,2000000,,RPXRMLOKQHOFFCB76CA
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩四街1~30號,36.69,住,,,1080531,土地1建物2車位2,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961225,367.36,4,2,3,有,有,21180000,57656,坡道平面,0.0,2600000,,RPOSMLOKQHOFFCB58CA
西屯區,房地(土地+建物)+車位,臺中市西屯區惠中三街1~30號,34.6,其他,,,1080717,土地1建物2車位2,十七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960612,459.99,0,0,0,無,有,32000000,69567,坡道平面,46.12,0,"兩戶建物互通,無隔間",RPUNMLQKQHOFFCB88CA
西屯區,房地(土地+建物),臺中市西屯區福聯街15巷1~30號,15.87,住,,,1080710,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831026,103.06,2,2,2,有,有,4400000,42694,,0.0,0,,RPXPMLQKQHOFFCB76CA
西屯區,房地(土地+建物)+車位,臺中市西屯區福上巷121~150號,34.57,住,,,1080705,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960320,209.64,4,2,2,有,有,6000000,28620,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQPMLLLQHOFFCB28CA
西屯區,房地(土地+建物),臺中市西屯區永福路31~60號,13.38,住,,,1080715,土地2建物1車位0,十三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830106,110.76,3,2,2,有,有,5700000,51463,,0.0,0,,RPXPMLLLQHOFFCB98CA
西屯區,房地(土地+建物)+車位,臺中市西屯區福科路931~960號,14.38,住,,,1080707,土地2建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830825,126.30000000000001,3,2,2,有,有,5330000,42201,坡道機械,0.0,0,,RPQSMLTKQHOFFCB66CA
北屯區,房地(土地+建物),臺中市北屯區柳陽西街93巷1~30號,7.23,住,,,1080614,土地1建物1車位0,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840814,59.879999999999995,1,1,1,有,有,3300000,55110,,0.0,0,,RPVOMLMKQHOFFBB68DA
鼓山區,房地(土地+建物),高雄市鼓山區昌盛路1~30號,10.28,商,,,1080716,土地1建物1車位0,十七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841106,111.89000000000001,3,2,2,有,有,5560000,49692,,0.0,0,,RPQNMLOJQHOFFAE28CA
鼓山區,房地(土地+建物),高雄市鼓山區美術東四路451~480號,6.09,商,,,1080706,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980325,63.09,2,1,1,有,有,3700000,58646,,0.0,0,,RPXOMLTKQHOFFAE07CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術南五街181~210號,12.16,住,,,1080607,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040409,116.55,2,2,1,有,有,9800000,84084,升降機械,0.0,0,含裝潢,RPVOMLKLQHOFFAE68CA
前金區,房地(土地+建物),高雄市前金區河南二路151~180號,13.3,住,,,1080708,土地2建物1車位0,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841219,143.58,4,2,2,有,有,8200000,57111,,0.0,0,,RPROMLQLQHOFFAE88CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區仁義街1~30號,10.37,商,,,1080711,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930303,104.82,2,1,1,有,有,7000000,66781,坡道機械,0.0,0,,RPXNMLNKQHOFFBE09CA
新興區,房地(土地+建物)+車位,高雄市新興區復興一路61~90號,6.49,商,,,1080606,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041023,94.35,2,1,1,有,有,7480000,78454,坡道機械,14.94,1250000,含裝潢.,RPPNMLTKQHOFFBE88CA
前鎮區,房地(土地+建物),高雄市前鎮區鄭和路61~90號,7.83,住,,,1080715,土地2建物1車位0,二十四層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860527,161.03,4,2,2,有,有,6700000,41607,,0.0,0,,RPSOMLPJQHOFFCE88CA
三民區,房地(土地+建物)+車位,高雄市三民區順昌街91~120號,9.03,商,,,1080707,土地2建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990115,103.57,2,1,1,有,有,5150000,49725,坡道平面,25.74,0,,RPVNMLTJQHOFFDE96CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區旗楠路126巷1~30號,11.4,商,,,1080711,土地1建物1車位1,八層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020529,138.75,3,2,2,有,無,7100000,51171,坡道平面,0.0,0,,RPXNMLQJQHOFFEE96CA
左營區,房地(土地+建物),高雄市左營區文萊路301~330號,5.98,商,,,1080628,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900626,82.84,2,2,1,有,有,4300000,51907,,0.0,0,,RPUNMLMKQHOFFEE98CA
左營區,房地(土地+建物),高雄市左營區文奇路181~210號,8.69,商,,,1080617,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871130,116.15,3,2,2,有,有,4600000,39604,,0.0,0,,RPRRMLTKQHOFFEE17CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區土庫三路251巷1~30號,16.62,住,,,1080627,土地2建物1車位1,三層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010817,151.13,3,2,2,有,有,5950000,39370,坡道平面,29.02,0,,RPSNMLQKQHOFFEE56CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區武慶二路151~180號,14.26,住,,,1080709,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891020,128.91,3,2,2,有,有,7100000,55077,坡道平面,0.0,0,,RPTOMLPJQHOFFGE76CA
楠梓區,房地(土地+建物),高雄市楠梓區德賢路380巷1~30號,13.68,其他,,,1080720,土地1建物1車位0,十層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860107,141.97,4,2,2,有,有,3980000,28034,,0.0,0,,RPPNMLNLPHOFFEE88CD
左營區,房地(土地+建物)+車位,高雄市左營區福山里博愛四路361~390號,9.95,商,,,1080726,土地1建物1車位1,八層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021202,205.14,4,2,2,有,有,15180000,72974,坡道機械,10.55,980000,,RPUNMLQKQHOFFEE76CA
左營區,房地(土地+建物)+車位,高雄市左營區南屏路391~420號,22.44,住,,,1080727,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,0881227,162.31,3,2,1,有,有,9800000,60378,坡道平面,25.07,0,,RPUPMLKLQHOFFEE09CA
左營區,房地(土地+建物)+車位,高雄市左營區大中二路331~360號,14.93,住,,,1080703,土地1建物1車位1,十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870811,213.26,4,2,2,有,有,8350000,39154,坡道平面,29.47,0,,RPPOMLTJQHOFFEE56CA
三民區,房地(土地+建物)+車位,高雄市三民區水源路217巷1~30號,14.17,住,,,1080710,土地2建物1車位1,十八層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010605,155.23,3,2,2,有,有,7850000,50570,坡道平面,16.66,0,,RPVOMLQKQHOFFDE86CA
三民區,房地(土地+建物)+車位,高雄市三民區灣復街1~30號,11.69,商,,,1080703,土地2建物1車位1,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830111,195.10000000000002,3,2,2,有,有,7150000,36648,坡道機械,0.0,0,含增建或未登記建物。;露臺外推,RPVNMLQLQHOFFDE86CA
三民區,房地(土地+建物)+車位,高雄市三民區明仁路1~30號,19.27,住,,,1080506,土地3建物1車位1,五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831103,169.4,3,2,2,有,有,8500000,50177,坡道平面,0.0,0,含增建或未登記建物。;,RPUNMLMJQHOFFDE78CA
三民區,房地(土地+建物)+車位,高雄市三民區建元路1~30號,12.08,商,,,1080704,土地1建物1車位1,二十四層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890412,165.49,4,2,2,有,有,7500000,45320,坡道平面,24.6,0,親友、員工或其他特殊關係間之交易。;,RPOOMLMJQHOFFDE28CA
三民區,房地(土地+建物),高雄市三民區覺民路271~300號,7.0,商,,,1080613,土地1建物1車位0,十層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831202,91.26,2,2,1,有,有,3500000,38352,,0.0,0,,RPPNMLOJQHOFFDE48CA
前鎮區,房地(土地+建物),高雄市前鎮區一心二路241~270號,2.65,商,,,1080725,土地2建物1車位0,十五層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841205,37.38,1,0,1,有,無,2300000,61530,,0.0,0,,RPXNMLPJQHOFFCE66CA
苓雅區,房地(土地+建物),高雄市苓雅區新光路62巷1~30號,4.81,商,,,1080719,土地1建物1車位0,二十七層,三十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,113.28,3,2,2,有,有,3900000,34428,,0.0,0,,RPWOMLRJQHOFFBE76CA
鼓山區,房地(土地+建物),高雄市鼓山區昌盛路61~90號,8.31,商,,,1080623,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940921,88.65,3,2,2,有,有,4800000,54146,,0.0,0,,RPSOMLTKQHOFFAE56CA
鼓山區,房地(土地+建物),高雄市鼓山區富農路121~150號,8.95,商,,,1080705,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940929,86.44,2,2,1,有,有,6100000,70569,,0.0,0,有裝潢,RPVNMLLLQHOFFAE68CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術南五街181~210號,21.0,住,,,1080703,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940616,153.6,3,2,2,有,有,9300000,61804,坡道平面,22.54,1200000,,RPPNMLRKQHOFFAE58CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區鼓山一路133巷1~30號,19.25,住,,,1080629,土地2建物1車位1,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000120,183.18,3,2,2,有,有,10150000,55410,坡道平面,31.5,0,,RPRNMLLKQHOFFAE18CA
鹽埕區,房地(土地+建物)+車位,高雄市鹽埕區五福四路61~90號,18.18,商,,,1080709,土地2建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040323,223.76999999999998,4,2,3,有,有,13500000,60330,坡道平面,0.0,0,含增建或未登記建物。;,RPUNMLMKQHOFFAE58CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東六街211~240號,36.44,商,,,1080709,土地1建物1車位2,十四層，夾層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930224,308.89,4,3,2,有,有,17000000,55036,坡道平面,43.36,0,,RPPOMLSJQHOFFAE68CA
鼓山區,房地(土地+建物),高雄市鼓山區美術南二路121~150號,17.52,住,,,1080707,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940616,132.05,3,2,2,有,有,6950000,52632,,0.0,0,,RPQNMLPJQHOFFAE38CA
鼓山區,房地(土地+建物),高雄市鼓山區昌盛路31~60號,16.03,商,,,1080706,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790323,143.76,4,2,2,有,有,5600000,38954,,0.0,0,,RPTNMLTJQHOFFAE09CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東三路1~30號,19.92,住,,,1080716,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940531,154.0,3,2,2,有,有,8100000,52597,坡道機械,15.87,0,,RPWOMLSJQHOFFAE76CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區明華路301~330號,12.41,商,,,1080724,土地1建物1車位1,十八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840125,174.72,3,2,2,有,有,8000000,45788,坡道機械,0.0,0,,RPTOMLTJQHOFFAE56CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區鼓山一路133巷1~30號,20.4,住,,,1080620,土地2建物1車位1,七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000120,192.6,3,2,2,有,有,12600000,65421,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPROMLNLQHOFFAE58CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區光華三路151~180號,8.53,商,,,1080620,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950614,111.77000000000001,2,1,1,有,有,6200000,55471,坡道平面,33.08,0,,RPXNMLQLQHOFFCE96CA
三民區,房地(土地+建物),高雄市三民區河堤路481~510號,8.29,住,,,1080714,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870122,86.08,2,2,1,有,有,4700000,54600,,0.0,0,,RPXNMLRJQHOFFDE96CA
三民區,房地(土地+建物)+車位,高雄市三民區大福街211~240號,42.83,住,,,1080703,土地1建物1車位3,十層，十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861215,309.59000000000003,6,2,6,有,有,9900000,31978,坡道平面,37.88,0,,RPPOMLQLQHOFFDE98CA
三民區,房地(土地+建物)+車位,高雄市三民區力行路241~270號,14.62,住,,,1080710,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931111,110.22,2,2,1,有,有,5600000,50807,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVOMLLLQHOFFDE09CA
左營區,房地(土地+建物)+車位,高雄市左營區華夏路1381~1410號,18.91,商,,,1080430,土地1建物1車位2,五層,三十五層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1031210,336.76,4,1,3,有,有,17200000,51075,坡道平面,40.04,0,,RPSNMLRJQHOFFEE56CA
三民區,房地(土地+建物),高雄市三民區同盟二路31~60號,15.71,住,,,1080718,土地1建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831229,145.67000000000002,3,2,1,有,無,7500000,51486,,0.0,0,,RPUOMLNJRHOFFDE09CA
楠梓區,房地(土地+建物),高雄市楠梓區德祥路1~30號,8.13,住,,,1080701,土地1建物1車位0,十四層，電梯樓梯間,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811210,88.51,3,2,2,有,有,2900000,32765,,0.0,0,含增建或未登記建物。,RPPPMLNKQHOFFEE78CA
左營區,房地(土地+建物),高雄市左營區新莊一路31~60號,7.12,住,,,1080723,土地1建物1車位0,十三層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840825,91.08,3,2,2,有,無,6500000,71366,,0.0,0,,RPVPMLKMQHOFFEE66CA
左營區,房地(土地+建物),高雄市左營區富國路271~300號,8.41,商,,,1080630,土地1建物1車位0,七層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821231,115.8,3,2,2,有,有,5200000,44905,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSNMLRLQHOFFEE86DA
左營區,房地(土地+建物)+車位,高雄市左營區嘉慶街31~60號,16.66,住,,,1080628,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,見使用執照,0900920,137.21,3,1,2,有,無,8500000,61949,坡道平面,0.0,0,,RPVOMLKLQHOFFEE56DA
左營區,房地(土地+建物)+車位,高雄市左營區重化街31~60號,16.1,商,,,1080625,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,見使用執照,0890609,164.8,4,2,2,有,有,7350000,44600,坡道平面,15.35,0,,RPRPMLLLQHOFFEE88CA
左營區,房地(土地+建物)+車位,高雄市左營區文慈路241~270號,13.83,住,,,1080629,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840824,121.68,3,2,2,有,有,5600000,46022,升降機械,0.0,0,,RPSOMLPKQHOFFEE56CA
左營區,房地(土地+建物)+車位,高雄市左營區自勉路121~150號,13.76,住,,,1080707,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970108,130.07999999999998,2,2,1,有,有,6100000,46894,坡道平面,0.0,0,,RPUNMLNKQHOFFEE09CA
左營區,房地(土地+建物)+車位,高雄市左營區介壽路241~270號,20.88,住,,,1080626,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960410,182.18,3,2,2,有,有,8180000,44901,坡道平面,23.25,0,,RPRQMLKLQHOFFEE88CA
左營區,房地(土地+建物),高雄市左營區果峰街31~60號,19.34,其他,,,1080717,土地1建物1車位0,十五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0741129,107.83,3,2,2,有,有,2800000,25967,,0.0,0,,RPUPMLRJQHOFFEE96CA
楠梓區,房地(土地+建物),高雄市楠梓區旗楠路871~900號,16.98,住,,,1080716,土地2建物1車位0,十四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831014,144.39000000000001,4,2,2,有,無,3500000,24240,,0.0,0,,RPVPMLSJQHOFFEE17CA
左營區,房地(土地+建物)+車位,高雄市左營區城峰路1~30號,14.97,住,,,1080717,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970410,133.16,2,2,1,有,有,5300000,39802,坡道平面,18.1,0,,RPSNMLTJQHOFFEE76CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區海邊路1~30號,13.13,住,,,1080722,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820120,136.19,3,2,2,有,有,10800000,79301,坡道平面,0.0,0,含增建或未登記建物。,RPPNMLLKQHOFFBE08CA
苓雅區,房地(土地+建物),高雄市苓雅區福安路35巷1~30號,13.98,住,,,1080622,土地3建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840724,104.22999999999999,3,2,2,有,無,4660000,44709,,0.0,0,,RPSOMLNKQHOFFBE68CA
鼓山區,房地(土地+建物),高雄市鼓山區美術北一街61~90號,10.27,住,,,1080717,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930510,91.56,2,2,1,有,有,5100000,55701,,0.0,0,,RPWNMLNKQHOFFAE88CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區鄭和南路361~390號,17.56,商,,,1080724,土地1建物1車位1,三層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960509,211.39,2,2,2,有,有,13200000,62444,坡道平面,23.86,0,,RPTPMLNKQHOFFCE98CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區三多二路421~450號,8.94,商,,,1080707,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910205,117.28,3,2,2,有,有,4500000,38370,坡道平面,0.0,0,,RPWNMLTJQHOFFCE96CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區竹南里光華三路151~180號,17.88,商,,,1080707,土地1建物1車位1,一層，見其它登記事項,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950614,176.39999999999998,4,2,2,有,有,10500000,59524,坡道平面,34.87,0,,RPUNMLMKQHOFFCE78CA
前鎮區,房地(土地+建物),高雄市前鎮區新光路1~30號,1.28,商,,,1080710,土地2建物1車位0,九層,三十九層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,0880209,39.59,1,1,1,有,有,2200000,55570,,0.0,0,,RPQPMLNKQHOFFCE68CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區文林街121~150號,5.97,商,,,1080628,土地2建物1車位1,二十三層，二十四層,三十九層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,0880209,177.9,5,2,2,有,有,8880000,49916,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXNMLMLQHOFFCE56CA
三民區,房地(土地+建物)+車位,高雄市三民區大中一路211~240號,11.82,住,,,1080715,土地1建物1車位1,十四層，電梯樓梯間,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830523,158.69,4,2,2,有,無,3980000,25080,坡道機械,0.0,0,,RPXNMLTJQHOFFDE17CA
三民區,房地(土地+建物)+車位,高雄市三民區鼎正街1~30號,24.69,住,,,1080726,土地1建物1車位1,十層，電梯樓梯間,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830208,154.12,4,2,2,有,有,5680000,36854,坡道機械,0.0,0,,RPSOMLQKQHOFFDE56CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區苓雅一路361~390號,45.95,住,,,1080730,土地1建物1車位1,八層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051213,343.28999999999996,0,0,3,有,有,39990000,120714,其他,27.75,1900000,,RPSNMLPKQHOFFBE78CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區復興二路121~150號,21.04,商,,,1080705,土地1建物1車位2,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871120,280.13,4,2,3,有,有,14600000,52119,坡道機械,0.0,0,,RPXNMLTLQHOFFBE17CA
苓雅區,房地(土地+建物),高雄市苓雅區澄清路181~210號,8.45,住,,,1080627,土地1建物1車位0,十五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850708,84.43,2,2,1,有,有,4160000,49272,,0.0,0,,RPQOMLTLQHOFFBE56CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區建國一路151~180號,14.85,商,,,1080626,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940822,167.2,3,2,2,有,有,9680000,57895,坡道平面,19.82,0,,RPSNMLLLQHOFFBE48CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區英明路5巷1~30號,31.63,住,,,1080714,土地1建物1車位2,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020918,254.94,3,2,2,有,有,17250000,67663,坡道平面,0.0,0,,RPPNMLKKQHOFFCE08CA
板橋區,房地(土地+建物)+車位,新北市板橋區文化路一段361~390號,9.81,住,,,1080701,土地1建物1車位1,三十三層,四十三層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0990715,212.82,4,2,3,有,有,38120000,179119,坡道平面,33.7,0,含增建或未登記建物。,RPSNMLPJQHOFFAF68CA
