鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price Yuan,the unit price a Yuan square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
東區,房地(土地+建物)+車位,臺中市東區公園東路151~180號,12.77,商,,,1080625,土地1建物2車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1001130,128.27,2,1,1,有,有,6820000,53169,坡道平面,0.0,0,,RPPPMLNLQHOFFAB18CA
西區,房地(土地+建物),臺中市西區日新街1~30號,85.0,住,,,1080620,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0551231,104.39,6,2,2,有,無,7850000,75199,,0.0,0,,RPRNMLQLQHOFFAB48CA
南區,土地,頂橋子頭段361~390地號,182.06,其他,,,1080531,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9565133,52538,,0.0,0,土地為道路用地,RPSOMLQLQHOFFAB68CA
南區,土地,頂橋子頭段361~390地號,62.6,其他,,,1080531,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3288871,52538,,0.0,0,土地為道路用地,RPVOMLQLQHOFFAB98CA
北屯區,房地(土地+建物),臺中市北屯區山西南一街121~150號,80.17,住,,,1080715,土地2建物1車位0,全,四層,透天厝,見其他登記事項,見其他登記事項,0930906,195.82,5,2,3,有,無,15500000,79154,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLMJQHOFFBB77CA
北屯區,房地(土地+建物)+車位,臺中市北屯區瀋陽路三段91~120號,25.05,住,,,1080616,土地1建物1車位1,一層，二層，騎樓，地下一層,八層,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0820531,219.61,4,2,2,有,有,10000000,45535,坡道平面,0.0,0,,RPUNMLMJQHOFFBB28CA
北屯區,房地(土地+建物)+車位,臺中市北屯區環太東路601~630號,24.36,住,,,1080710,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040615,142.76,3,2,2,有,有,7200000,50434,坡道平面,24.92,0,,RPWQMLMJQHOFFBB78CA
北屯區,房地(土地+建物),臺中市北屯區僑孝街181~210號,24.64,住,,,1080625,土地2建物1車位0,五層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0821224,127.09,4,2,2,有,有,5600000,44063,,0.0,0,含增建或未登記建物。;,RPORMLMJQHOFFBB08CA
北區,車位,臺中市北區文昌東一街91~120號,0.0,,,,1080723,土地0建物0車位1,,,其他,,,,15.85,0,0,0,有,有,1250000,,坡道機械,0.0,1250000,,RPSSMLMJQHOFFBB58CA
北屯區,房地(土地+建物),臺中市北屯區清水巷1~30號,507.33,住,,,1080707,土地6建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0910501,224.19,3,2,2,有,無,10300000,45943,,0.0,0,,RPQNNLMJQHOFFBB97CA
北屯區,房地(土地+建物)+車位,臺中市北屯區太原路三段1321~1350號,21.21,住,,,1080706,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1041228,147.36,3,2,2,有,有,7500000,50896,坡道平面,25.81,0,,RPUSNLMJQHOFFBB88CA
北屯區,房地(土地+建物)+車位,臺中市北屯區軍榮一街1~30號,17.35,商,,,1080702,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1041016,150.99,3,2,2,有,有,8140000,53911,坡道平面,22.46,0,,RPSUNLMJQHOFFBB88CA
北屯區,房地(土地+建物),臺中市北屯區豐樂路1~30號,71.0,住,,,1080710,土地2建物1車位0,全,二層,透天厝,住商用,加強磚造,0690201,96.78,2,1,1,有,無,8700000,89895,,0.0,0,,RPUUNLMJQHOFFBB09CA
北屯區,車位,臺中市北屯區文心路四段601~630號,0.0,,,,1080712,土地0建物0車位1,,,其他,,,,6.33,0,0,0,有,有,580000,,坡道機械,6.33,580000,本交易為機械車位買賣乙位,RPWNMLNJQHOFFBB58CA
北屯區,房地(土地+建物)+車位,臺中市北屯區環中東路二段271~300號,11.1,商,,,1080510,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071016,100.37,2,1,1,有,無,6200000,61771,坡道機械,13.54,0,,RPUNMLPJQHOFFBB58CA
北區,房地(土地+建物),臺中市北區華興街31~60號,22.44,住,,,1080706,土地2建物1車位0,四層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0710723,88.63,3,0,3,有,無,4800000,54158,,0.0,0,,RPVSMLPJQHOFFBB56CA
北屯區,房地(土地+建物)+車位,臺中市北屯區北屯路200巷1~30號,20.28,商,,,1080628,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810826,151.13,4,2,2,有,有,7200000,47641,升降平面,0.0,0,含增建或未登記建物。;,RPVNMLQJQHOFFBB78CA
北區,房地(土地+建物)+車位,臺中市北區進化北路361~390號,15.27,商,,,1080706,土地1建物1車位1,十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841215,210.36,4,2,2,有,有,8300000,39456,坡道機械,0.0,800000,,RPPNMLKKQHOFFBB67CA
北屯區,土地,松觀段511~540地號,15.0,住,,,1080604,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1287090,85806,,0.0,0,1.畸零地買賣。,RPUOMLTKQHOFFBB56CA
北屯區,土地,松觀段481~510地號,29.0,住,,,1080604,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3221221,111077,,0.0,0,1.畸零地買賣。,RPWOMLTKQHOFFBB76CA
北屯區,土地,松觀段481~510地號,1.3,住,,,1080604,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,143247,110190,,0.0,0,1.畸零地買賣。,SPWOMLTKQHOFFBB86CA
北屯區,土地,松觀段481~510地號,1.0,住,,,1080604,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,110190,0,,0.0,0,1.畸零地買賣。,TPWOMLTKQHOFFBB96CA
北區,房地(土地+建物)+車位,臺中市北區育強街78巷1~30號,17.1,商,,,1080629,土地1建物1車位1,一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960929,140.01,3,2,2,有,有,8700000,62138,坡道平面,18.11,0,,RPPTMLNLQHOFFBB68CA
西屯區,土地,文商段1~30地號,365.68,其他,,,1080717,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,132741265,362998,,0.0,0,,RPSOMLMJQHOFFCB28CA
西屯區,房地(土地+建物),臺中市西屯區崇義街1~30號,5.53,住,,,1080708,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810317,27.37,1,1,1,有,有,1700000,62112,,0.0,0,,RPUPMLMJQHOFFCB58CA
南屯區,房地(土地+建物)+車位,臺中市南屯區向上路三段331~360號,40.56,住,,,1080511,土地2建物1車位1,二十層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060822,186.24,4,2,2,有,有,23980000,137151,坡道平面,24.52,1800000,,RPXPMLMJQHOFFCB88CA
南屯區,房地(土地+建物)+車位,臺中市南屯區向上路三段331~360號,51.66,住,,,1080701,土地2建物1車位2,四層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060822,241.81,4,2,2,有,有,27180000,122322,坡道平面,49.04,3600000,,RPPQMLMJQHOFFCB18CA
西屯區,房地(土地+建物),臺中市西屯區上明二街1~30號,10.07,住,,,1080709,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850119,75.63,2,2,1,有,有,5350000,70739,,0.0,0,,RPPQMLPJQHOFFCB48CA
南屯區,房地(土地+建物)+車位,臺中市南屯區向上路五段31~60號,31.37,住,,,1080622,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050826,198.54000000000002,3,2,2,有,有,14800000,74544,坡道平面,29.82,0,,RPRQMLPJQHOFFCB68CA
西屯區,土地,西屯段1891~1920地號,20.32,住,,,1080717,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4302000,211713,,0.0,0,,RPWNMLMJQHOFFCB58CA
西屯區,房地(土地+建物)+車位,臺中市西屯區安和三街271~300號,133.58,住,,,1080624,土地2建物1車位2,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1031119,348.56,4,2,5,有,有,34000000,97544,坡道平面,0.0,0,,RPQOMLRJQHOFFCB58CA
南屯區,房地(土地+建物),臺中市南屯區鎮平里8鄰楓樹西街451~480號,108.71,住,,,1080704,土地2建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,1000607,303.40000000000003,4,3,4,有,有,29800000,98220,,0.0,0,,RPTOMLRJQHOFFCB88CA
西屯區,房地(土地+建物),臺中市西屯區長安路二段241~270號,26.0,住,,,1080525,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750315,91.15,4,2,3,有,無,4720000,51783,,0.0,0,含增建或未登記建物。;,RPVOMLRJQHOFFCB09CA
南屯區,房地(土地+建物),臺中市南屯區大英街421~450號,18.38,住,,,1060719,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080118,77.92,1,1,2,有,有,6600000,84702,,0.0,0,,RPXPMLTJQHOFFCB96CA
南屯區,房地(土地+建物),臺中市南屯區大英街421~450號,16.89,住,,,1060513,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080118,70.63,1,1,2,有,有,7800000,110435,,0.0,0,,RPTQMLTJQHOFFCB66CA
南屯區,房地(土地+建物),臺中市南屯區大英街421~450號,17.3,住,,,1060720,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080118,71.57,1,1,2,有,有,7800000,108984,,0.0,0,,RPUQMLTJQHOFFCB76CA
南屯區,房地(土地+建物),臺中市南屯區永春東路202巷1~30號,148.79,住,,,1080715,土地2建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,0880614,462.98,8,2,4,有,無,21500000,46438,,0.0,0,,RPWNMLLKQHOFFCB58CA
南屯區,房地(土地+建物)+車位,臺中市南屯區大英街421~450號,23.31,住,,,1060513,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080118,97.75,1,1,2,有,有,9000000,100103,坡道平面,19.83,1200000,,RPRNMLMKQHOFFCB18CA
南屯區,房地(土地+建物)+車位,臺中市南屯區大英街421~450號,39.94,住,,,1060830,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080118,165.19,3,1,3,有,有,15800000,99513,坡道平面,21.49,1500000,,RPSNMLMKQHOFFCB28CA
南屯區,房地(土地+建物),臺中市南屯區黎明路二段71巷31~60號,12.67,住,,,1080702,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821120,73.12,1,1,1,有,有,3800000,51969,,0.0,0,,RPUOMLMKQHOFFCB58CA
西屯區,房地(土地+建物)+車位,臺中市西屯區逢明街29巷1~30號,15.03,住,,,1080609,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830629,98.67,3,2,2,有,有,6500000,65876,坡道機械,0.0,0,,RPXPMLNKQHOFFCB09CA
西屯區,房地(土地+建物)+車位,臺中市西屯區青海南街31~60號,12.28,商,,,1080713,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071126,125.89000000000001,2,1,1,有,有,10100000,87407,坡道平面,27.5,1500000,,RPRNMLQKQHOFFCB58CA
西屯區,房地(土地+建物),臺中市西屯區湳子巷61~90號,6.09,其他,,,1080609,土地2建物1車位0,三層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0780224,32.03,1,0,1,有,無,1500000,46831,,0.0,0,,RPQOMLSKQHOFFCB78CA
西屯區,土地,上石碑段871~900地號,11.0,其他,,,1080624,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,790504,71864,,0.0,0,包含公共設施保留地之交易。;,RPROMLMLQHOFFCB38CA
西屯區,房地(土地+建物),臺中市西屯區西屯路二段上石北5巷2弄1~30號,102.0,住,,,1080626,土地1建物1車位0,全,二層,透天厝,住家用,見其他登記事項,0600315,84.7,3,2,2,有,無,12500000,147580,,0.0,0,含增建或未登記建物。;,RPQNMLPLQHOFFCB48CA
豐原區,土地,豐原段91~120地號,201.0,商,,,1080427,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,32500000,161692,,0.0,0,,RPPNMLPJQHOFFDB28CA
豐原區,房地(土地+建物),臺中市豐原區鎌村路39巷52弄1~30號,66.64,,鄉村區,乙種建築用地,1080621,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1010927,173.13,4,3,4,有,無,9580000,55334,,0.0,0,,RPSNMLPJQHOFFDB58CA
豐原區,土地,安康段931~960地號,55.02,住,,,1080718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2330100,42350,,0.0,0,,RPQNMLQJQHOFFDB48CA
豐原區,房地(土地+建物),臺中市豐原區豐勢路一段52巷1~30號,84.48,商,,,1080704,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0700327,211.87,4,3,3,有,無,11000000,51919,,0.0,0,,RPPOMLMJQHOFFDB08CA
豐原區,房地(土地+建物)+車位,臺中市豐原區圓環北路二段121~150號,7.16,住,,,1080625,土地1建物1車位1,十八層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850717,90.97,2,2,1,有,有,3830000,42102,坡道機械,0.0,0,,RPQOMLMJQHOFFDB18CA
豐原區,土地,南村段331~360地號,149.75,商,,,1080606,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,17000000,113523,,0.0,0,,RPXNMLRJQHOFFDB66CA
豐原區,房地(土地+建物),臺中市豐原區豐勢路二段211~240號,69.81,住,,,1060811,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1071218,154.67,4,2,5,有,有,8450000,54632,,0.0,0,,RPTNMLTJQHOFFDB09CA
豐原區,房地(土地+建物),臺中市豐原區豐勢路二段211~240號,104.36,住,,,1060827,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1071218,157.17,4,2,4,有,有,9500000,60444,,0.0,0,,RPUNMLTJQHOFFDB56CA
豐原區,房地(土地+建物),臺中市豐原區豐勢路二段211~240號,73.93,住,,,1060808,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1071218,159.61,4,2,5,有,有,8700000,54508,,0.0,0,,RPVNMLTJQHOFFDB66CA
豐原區,房地(土地+建物),臺中市豐原區保康路66巷1~30號,19.21,住,,,1080616,土地1建物1車位0,一層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870929,104.72999999999999,3,2,2,有,無,4580000,43732,,0.0,0,,RPROMLMKQHOFFDB38CA
豐原區,房地(土地+建物),臺中市豐原區豐勢路二段211~240號,83.36,住,,,1080201,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1071218,154.19,3,3,5,有,有,12000000,77826,,0.0,0,,RPQOMLKLQHOFFDB18CA
豐原區,房地(土地+建物),臺中市豐原區和平街13巷1~30號,73.0,商,,,1080619,土地1建物2車位0,全,一層,透天厝,住商用,鋼造,0661228,33.16,0,0,0,無,無,13200000,398070,,0.0,0,親友、員工或其他特殊關係間之交易。;承買人2人。買賣土地設有地上權，地上權人為承買人之父親。價款分5年支付。建物老舊。,RPXOMLTKQHOFFDB07CA
大甲區,土地,雁門段271~300地號,100.0,住,,,1080617,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10527000,105270,,0.0,0,,RPPNMLTJQHOFFEB78CA
大甲區,土地,雁門段271~300地號,95.0,住,,,1080617,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10000476,105268,,0.0,0,,RPQNMLTJQHOFFEB88CA
大甲區,土地,平安段601~630地號,227.0,住,,,1070313,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,27320000,120352,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLMLQHOFFEB28CA
梧棲區,房地(土地+建物),臺中市梧棲區中央路二段296巷31~60號,143.4,住,,,1080704,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1071114,217.26,5,2,4,有,無,11550000,53162,,0.0,0,,RPWNMLMJQHOFFFB88CA
梧棲區,房地(土地+建物),臺中市梧棲區中央路二段307巷31~60號,76.98,住,,,1080617,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1080419,170.43,5,2,3,有,無,8380000,49170,,0.0,0,,RPXNMLMJQHOFFFB98CA
梧棲區,房地(土地+建物),臺中市梧棲區中央路二段307巷31~60號,82.0,住,,,1080617,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1080419,170.82,5,2,3,有,無,9000000,52687,,0.0,0,,RPOOMLMJQHOFFFB18CA
梧棲區,房地(土地+建物),臺中市梧棲區中央路二段307巷1~30號,98.0,住,,,1080617,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1080419,213.92,6,2,5,有,無,10300000,48149,,0.0,0,,RPPOMLMJQHOFFFB28CA
梧棲區,房地(土地+建物),臺中市梧棲區中央路二段307巷1~30號,80.0,住,,,1080617,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1080419,171.87,5,2,3,有,無,9300000,54111,,0.0,0,,RPQOMLMJQHOFFFB38CA
梧棲區,房地(土地+建物),臺中市梧棲區中央路二段307巷1~30號,77.0,住,,,1080617,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1080419,171.87,5,2,3,有,無,9000000,52365,,0.0,0,,RPROMLMJQHOFFFB48CA
梧棲區,房地(土地+建物),臺中市梧棲區中央路二段307巷31~60號,76.98,住,,,1080617,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1080419,170.43,5,2,3,有,無,8360000,49052,,0.0,0,,RPSOMLMJQHOFFFB58CA
梧棲區,土地,忠孝段421~450地號,31.29,住,,,1080718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1041112,33273,,0.0,0,,RPUOMLPJQHOFFFB09CA
梧棲區,房地(土地+建物),臺中市梧棲區臨港路三段1210巷1~30號,97.64,住,,,1080719,土地4建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1070606,181.96,4,2,3,有,無,8500000,46714,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQOMLQJQHOFFFB78CA
沙鹿區,房地(土地+建物),臺中市沙鹿區正德路149巷30弄1~30號,108.02,住,,,1080602,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1071011,204.61,4,3,4,有,無,17000000,83085,,0.0,0,,RPUNMLMKQHOFFFB78CA
沙鹿區,土地,東晉段691~720地號,5.22,其他,,,1080326,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,249516,47800,,0.0,0,包含公共設施保留地之交易。;政府協議價購案,RPSNMLOKQHOFFFB78CA
梧棲區,土地,三民段1651~1680地號,156.0,住,,,1080627,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7000000,44872,,0.0,0,,RPUOMLNLQHOFFFB09CA
潭子區,房地(土地+建物),臺中市潭子區興豐山莊東二巷1~30號,85.87,,鄉村區,乙種建築用地,1080621,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0670925,72.0,3,2,2,有,無,5000000,69444,,0.0,0,,RPUNMLLJQHOFFHB78CA
潭子區,土地,聚興段871~900地號,3342.0,,山坡地保育區,農牧用地,1080718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5800000,1735,,0.0,0,,RPPNMLPJQHOFFHB68CA
潭子區,房地(土地+建物)+車位,臺中市潭子區興華一路151~180號,23.62,住,,,1080628,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071001,165.78,3,2,2,有,有,9500000,57305,坡道平面,38.92,0,,RPQNMLQJQHOFFHB88CA
大雅區,房地(土地+建物)+車位,臺中市大雅區永和路121~150號,23.76,住,,,1080708,土地1建物1車位1,二層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061108,132.57,2,2,1,有,有,7250000,54688,坡道平面,37.14,0,,RPUNMLRJQHOFFHB76CA
